,First Name,Date,Event,Pools,Pools,Table of 512,Table of 256,Table of 128,Table of 128,Table of 64,Table of 32,Table of 16,Table of 8,Semi-Finals,Bronze Medal Matches,Finals
Liu,Yizhe,7/10/2022,Y12WF,Ref: 1,,, ,Ref: 2,,Ref: 1, , , , , , 
Liu,Yizhe,7/11/2022,DV3WE,Ref: 1,,, , ,,Ref: 1, ,Ref: 1, , , ,Ref: 1
Liu,Yizhe,7/11/2022,Y12MF,Ref: 1,,,Ref: 1,Ref: 2,,Ref: 1, , , , , , 
Love,Aaron,4/22/2022,U16ME,Ref: 1,,,Ref: 1,Ref: 1,,Ref: 2,Ref: 1,Ref: 1,Ref: 1,,,
Love,Aaron,4/22/2022,U16WE,,,,,Ref: 1,,Ref: 2,Ref: 1,,,,,
Love,Aaron,7/4/2022,U19ME,Ref: 1,,,Ref: 1,Ref: 1,, , , , , , , 
Love,Aaron,7/5/2022,D1AME,Ref: 1,,,Ref: 1,Ref: 2,, , , , , , , 
Love,Aaron,7/5/2022,U16WE,Ref: 1,,, ,Ref: 1,, , , , , , , 
Lu,Annamaria,10/30/2021,U17ME,Ref: 1,,,,,,,,,,,,
Lu,Annamaria,3/5/2022,VETMS,Ref: 1,,,,,,Ref: 1,Ref: 2,,Assist: 1,Assist: 1,,Assist: 1
Lu,Annamaria,3/5/2022,Y14MS,Ref: 1,,,Ref: 3,Ref: 3,,Ref: 3,,,Video: 1,,,
Lu,Annamaria,3/6/2022,Y12MS,Ref: 1,,,,Ref: 2,,Ref: 1,Ref: 1,,,,,
Lu,Annamaria,3/6/2022,Y12WS,Ref: 1,,,,Ref: 2,,Ref: 2,Ref: 1,,Ref: 1,Assist: 1,,Assist: 1
Lu,Annamaria,3/7/2022,Y14WS,Ref: 2,,,,Ref: 9,,Ref: 3,Ref: 2,Ref: 1,Ref: 1,Ref: 1,,
Lu,Annamaria,4/21/2022,U19ME,Ref: 1,,,Ref: 2,Ref: 1,,,,,,,,
Lu,Annamaria,4/21/2022,U19WS,Ref: 1,,,Ref: 1,Ref: 3,,Ref: 1,,,,,,
Lu,Annamaria,4/22/2022,U16ME,Ref: 1,,,,Ref: 1,,Ref: 1,,,,,,
Lu,Annamaria,4/22/2022,U16WE,Ref: 1,,,,,,,,,,,,
Lu,Annamaria,4/23/2022,DV2ME,,,,Ref: 1,Ref: 2,,Ref: 1,Ref: 1,,,,,
Lu,Annamaria,4/23/2022,STMME,,,,,,,,,Ref: 1,Ref: 1,,Ref: 1,
Lu,Annamaria,4/24/2022,DV2WS,Ref: 1,,,,Ref: 4,,Ref: 3,Ref: 2,Ref: 1,,,,
Lu,Annamaria,4/24/2022,U19WE,Ref: 1,,,Ref: 1,Ref: 1,,Ref: 1,,,,,,
Ma,Anthony,3/4/2022,Y14ME,,,,Ref: 2,Ref: 2,,Ref: 2,,,Ref: 1,Assist: 1,,
Ma,Anthony,3/4/2022,Y14WE,Ref: 1,,,,Ref: 4,,Ref: 2,Ref: 2,,Ref: 1,,,
Ma,Anthony,3/5/2022,VETWE,Ref: 1,,,,,,Ref: 1,Ref: 1,Ref: 1,,,,
Ma,Anthony,3/5/2022,Y12ME,Ref: 1,,,,Ref: 4,,Ref: 3,,Ref: 1,,,,
Ma,Anthony,3/6/2022,V60ME,,,,,,,Ref: 2,Ref: 2,Ref: 2,,,,
Ma,Anthony,3/6/2022,V70ME,Ref: 1,,,,,,,,,Ref: 1  Assist: 1,Video: 1,,
Ma,Anthony,3/6/2022,Y10WE,,,,,,,Ref: 2,Ref: 1,,Assist: 1,,,Ref: 1
Ma,Anthony,3/7/2022,VETME,Ref: 1,,,,Ref: 1,,Ref: 2,Ref: 1,Ref: 1,,Ref: 1,,Assist: 1
Ma,Anthony,4/21/2022,DV2WE,Ref: 1,,,,Ref: 2,,,Ref: 1,Ref: 1,Ref: 1,,,
Ma,Anthony,4/21/2022,U19ME,Ref: 1,,,Ref: 2,Ref: 1,,,,,,,,
Ma,Anthony,4/22/2022,U16ME,Ref: 1,,,,Ref: 2,,,Ref: 1,,,,,
Ma,Anthony,4/22/2022,U16WE,Ref: 1,,,,Ref: 2,,Ref: 1,Ref: 1,Ref: 1,,,,
Ma,Anthony,4/23/2022,DV1WE,Ref: 1,,,,Ref: 1,,Ref: 1,Ref: 1,,,,,
Ma,Anthony,4/23/2022,DV2ME,Ref: 1,,,Ref: 1,Ref: 2,,Ref: 1,Ref: 1,Ref: 1,,Video: 1,,
Ma,Anthony,4/24/2022,DV1ME,Ref: 1,,,,Ref: 3,,Ref: 1,,,,,,
Ma,Anthony,7/2/2022,D1AWE,Ref: 1,,, , ,,Ref: 2, , , , , , 
Ma,Anthony,7/2/2022,DV1ME,Ref: 1,,, ,Ref: 2,,Ref: 1, , , , , , 
Ma,Anthony,7/3/2022,U19MF,Ref: 1,,,Ref: 3,Ref: 2,, , , , , , , 
Ma,Anthony,7/3/2022,U19WE,Ref: 1,,,Ref: 1,Ref: 3,, ,Ref: 1,Ref: 1, , , , 
Ma,Anthony,7/4/2022,DV1WE,Ref: 1,,, ,Ref: 1,,Ref: 1,Ref: 1,Ref: 1, , , , 
Ma,Anthony,7/4/2022,U19ME,Ref: 1,,,Ref: 2,Ref: 1,,Ref: 1,Ref: 1, , , , , 
Ma,Anthony,7/5/2022,U16WE,Ref: 1,,,Ref: 1,Ref: 2,,Ref: 2,Ref: 1,Video: 1, , , , 
Ma,Anthony,7/6/2022,STMWE, ,,, , ,, , ,Ref: 1,Ref: 1,Ref: 1,Ref: 1, 
Ma,Anthony,7/6/2022,U16ME,Ref: 1,,, , ,, , , , , , , 
Ma,Anthony,7/6/2022,VTMWE, ,,, , ,, , ,Ref: 1,Ref: 1,Ref: 1,Ref: 1, 
Ma,Anthony,7/9/2022,DV3ME,Ref: 1,,, ,Ref: 3,, , ,Ref: 1, , , , 
Ma,Anthony,7/9/2022,Y12WE,Ref: 1,,, ,Ref: 1,,Ref: 1,Ref: 1, ,Video: 1, , , 
Ma,Anthony,7/10/2022,Y10WE,Ref: 1,,, ,Ref: 1,,Ref: 1,Ref: 1, ,Video: 1, , , 
Ma,Anthony,7/11/2022,Y10ME,Ref: 1,,, ,Ref: 3,,Ref: 1, , ,Ref: 1, , , 
Ma,James,10/29/2021,DV1WE,Ref: 1,,,,Ref: 1,,Ref: 1,Ref: 1,Assist: 1,Ref: 1,,,
Ma,James,10/29/2021,U17MF,Ref: 1,,,Ref: 1,Ref: 2,,Ref: 1,,,,,,
Ma,James,10/30/2021,U17ME,Ref: 1,,,Ref: 2,Ref: 3,,Ref: 2,Ref: 1,,,,,
Ma,James,10/31/2021,U17WE,Ref: 1,,,,Ref: 3,,Ref: 1,Ref: 1,Video: 1  Assist: 1,,Assist: 1,,Ref: 1
Ma,James,11/1/2021,DV1ME,Ref: 1,Ref: 1,,Ref: 1,Ref: 2,Ref: 1,,,,,,,
Ma,James,3/4/2022,Y10MF,Ref: 1,,,,,,Ref: 2,Ref: 1,Ref: 1,Ref: 1,,,
Ma,James,3/4/2022,Y14WF,Ref: 1,,,,Ref: 2,,Ref: 1,Ref: 1,,,,,
Ma,James,3/5/2022,V70MF,Ref: 1,,,,,,,,Ref: 2,Ref: 1  Video: 1,Assist: 1,,Ref: 1
Ma,James,3/5/2022,Y12WF,Ref: 1,,,,Ref: 3,,Ref: 1,,,,,,
Ma,James,3/6/2022,V40WF,,,,,,,,,,Assist: 1,,,Assist: 1
Ma,James,3/6/2022,V60WF,Ref: 1,,,,,,,,Ref: 2,,Assist: 1,,
Ma,James,3/6/2022,V70WF,,,,,,,,,,Ref: 1  Video: 1,,,
Ma,James,3/6/2022,Y12MF,Ref: 1,,,Ref: 1,Ref: 2,,Ref: 1,Ref: 1,,,,,
Ma,James,3/7/2022,Y14MF,Ref: 1,,,Ref: 2,Ref: 3,,Ref: 2,,,,,,
Ma,James,7/2/2022,DV1ME,Ref: 1,,, ,Ref: 2,, ,Ref: 1,Ref: 1, , , , 
Ma,James,7/3/2022,U19MF,Ref: 1,,,Ref: 1,Ref: 1,,Ref: 1, , , , , , 
Ma,James,7/3/2022,U19WE,Ref: 1,,, ,Ref: 2,,Ref: 1, , ,Video: 1, , , 
Ma,James,7/4/2022,U19ME,Ref: 1,,,Ref: 1,Ref: 1,, ,Ref: 1,Video: 1,Ref: 1, , ,Video: 1
Ma,James,7/4/2022,U19WF,Ref: 1,,,Ref: 1,Ref: 1,, , , , , , , 
Ma,James,7/5/2022,DV1MF,Ref: 1,,, , ,, , , , , , , 
Ma,James,7/5/2022,U16WE,Ref: 1,,, ,Ref: 3,,Ref: 1,Ref: 1,Video: 1, , , , 
Ma,James,7/6/2022,U16MF,Ref: 1,,,Ref: 1,Ref: 2,,Ref: 1, , , , , , 
Ma,James,7/6/2022,U16WF,Ref: 1,,, ,Ref: 2,,Ref: 1,Ref: 1, , , , , 
Ma,James,7/9/2022,DV2WF,Ref: 1,,, ,Ref: 2,,Ref: 1, ,Ref: 1, , , , 
Ma,James,7/9/2022,Y14MF,Ref: 1,,,Ref: 2,Ref: 2,,Ref: 2, , , , , , 
Ma,James,7/10/2022,Y12WF,Ref: 1,,, , ,, , , , , , , 
Ma,James,7/11/2022,Y12MF,Ref: 1,,, ,Ref: 2,,Ref: 2, , , , , , 
Madsen,Eric,10/30/2021,U17ME,Ref: 1,,,Ref: 2,Ref: 2,,Ref: 2,,,,,,
Madsen,Eric,10/31/2021,U17WE,Ref: 1,,,,Ref: 2,,Ref: 1,Ref: 1,Video: 1  Assist: 1,Ref: 1,,,
Madsen,Eric,12/9/2021,U17ME,,,,Ref: 1,Ref: 3,,Ref: 1,,,,,,
Madsen,Eric,12/9/2021,U17WE,Ref: 1,,,,Ref: 2,,Ref: 1,Ref: 1,,,,,
Madsen,Eric,12/10/2021,DV1WE,Ref: 1,,,,Ref: 2,,,,Assist: 1,,,,
Madsen,Eric,12/10/2021,U20ME,Ref: 1,,,Ref: 2,Ref: 1,,Ref: 1,,,,,,
Madsen,Eric,12/11/2021,U20WE,Ref: 1,,,Ref: 1,Ref: 2,,Ref: 1,Ref: 1,Assist: 1,Assist: 1,Assist: 1,,Assist: 1
Madsen,Eric,1/7/2022,V60WE,Ref: 1,,,,,,,,,Assist: 1,,,
Madsen,Eric,1/7/2022,V70WE,,,,,,,,,,Assist: 1,Assist: 1,,Assist: 1
Madsen,Eric,1/8/2022,DV1WE,,,,,Ref: 1,,Ref: 1,,Assist: 1,Video: 1,Assist: 1,,
Madsen,Eric,1/8/2022,U20ME,Ref: 1,,,Ref: 2,Ref: 2,,,Ref: 1,Assist: 1,Ref: 1,,,
Madsen,Eric,1/10/2022,U20WE,Ref: 1,,,,Ref: 2,,,Ref: 1,Ref: 1,Assist: 1,,,
Madsen,Eric,1/10/2022,V60ME,,,,,,,,,,Ref: 1  Assist: 1,Assist: 1,,Ref: 1
Madsen,Eric,2/18/2022,U17ME,Ref: 1,,,Ref: 2,Ref: 1,,Ref: 1,Ref: 1,Ref: 1,Ref: 1,,,Assist: 1
Madsen,Eric,2/19/2022,U20WE,Ref: 1,,,Ref: 2,Ref: 1,,Ref: 1,,Video: 1,Assist: 1,,,Ref: 1
Madsen,Eric,2/20/2022,JTMWE,,,,,,,,Ref: 1,Ref: 1,Ref: 1,,,
Madsen,Eric,2/20/2022,U20ME,Ref: 1,,,Ref: 2,Ref: 1,,,,,,,,
Madsen,Eric,2/21/2022,U17WE,Ref: 1,,,,Ref: 4,,Ref: 3,,Video: 1,Ref: 1,Assist: 1,,
Madsen,Eric,7/2/2022,DV1ME,Ref: 1,,,Ref: 1,Ref: 1,,Ref: 2, , , , , , 
Madsen,Eric,7/3/2022,STMME, ,,, , ,, ,Ref: 1, ,Ref: 1, , , 
Madsen,Eric,7/3/2022,U19WE, ,,,Ref: 2,Ref: 2,,Ref: 1, ,Ref: 1, , , , 
Madsen,Eric,7/4/2022,DV1WE,Ref: 1,,, ,Ref: 1,,Ref: 2,Ref: 1,Ref: 1, , , , 
Madsen,Eric,7/4/2022,U19ME,Ref: 1,,,Ref: 2,Ref: 1,, , , , , , , 
Madsen,Eric,7/6/2022,U16ME,Ref: 1,,,Ref: 2,Ref: 1,,Ref: 1, ,Ref: 1,Ref: 1,Video: 1, , 
Madsen,Eric,7/7/2022,DV2ME,Ref: 1,,,Ref: 2,Ref: 2,,Ref: 3, , ,Ref: 1, , , 
Madsen,Eric,7/7/2022,Y14WE,Ref: 1,,, ,Ref: 1,, , , , , , , 
Madsen,Eric,7/9/2022,DV3ME,Ref: 1,,, ,Ref: 1,,Ref: 1, ,Ref: 1, , , , 
Madsen,Eric,7/9/2022,Y12WE,Ref: 1,,, ,Ref: 2,,Ref: 2,Ref: 1, ,Ref: 1, , , 
Madsen,Eric,7/10/2022,Y10WE,Ref: 1,,, ,Ref: 1,,Ref: 2,Ref: 1, ,Ref: 1, , , 
Madsen,Eric,7/10/2022,Y12ME,Ref: 1,,, ,Ref: 1,,Ref: 1,Ref: 1, , , , , 
Madsen,Eric,7/11/2022,DV3WE,Ref: 1,,, , ,,Ref: 1, ,Ref: 1, , , , 
Mahmoud,Samir,12/9/2021,U17ME,Ref: 1,,,Ref: 1,Ref: 3,,Ref: 1,,Ref: 1  Video: 1,Assist: 1,Ref: 1,,Assist: 1
Mahmoud,Samir,12/9/2021,U17WE,,,,,,,,Ref: 1,,,,,
Mahmoud,Samir,12/10/2021,DV1WE,Ref: 1,,,,Ref: 2,,Ref: 1,Ref: 1,,,,,
Mahmoud,Samir,12/10/2021,U20ME,Ref: 1,,,Ref: 3,Ref: 2,,Ref: 1,,Ref: 1  Assist: 1,Assist: 1,Ref: 1,,Assist: 1
Mahmoud,Samir,12/11/2021,U20WE,Ref: 1,,,Ref: 1,Ref: 2,,Ref: 1,Ref: 1,,,,,
Mahmoud,Samir,12/12/2021,DV1ME,Ref: 1,Ref: 1,,Ref: 1,Ref: 1,,Ref: 1,,Assist: 1,,Assist: 1,,
Mahmoud,Samir,7/2/2022,DV1ME,Ref: 1,,, ,Ref: 2,,Ref: 1, ,Video: 1, , , , 
Mahmoud,Samir,7/3/2022,U19WE,Ref: 1,,, ,Ref: 2,,Ref: 1,Ref: 1,Ref: 1, , , , 
Mahmoud,Samir,7/4/2022,DV1WE,Ref: 1,,, ,Ref: 1,,Ref: 1,Ref: 1, , , , , 
Mahmoud,Samir,7/4/2022,U19ME,Ref: 1,,,Ref: 1,Ref: 1,, ,Ref: 1, , , , , 
Mahmoud,Samir,7/5/2022,D1AME,Ref: 1,,,Ref: 1,Ref: 2,,Ref: 1, ,Ref: 1, , , , 
Mahmoud,Samir,7/5/2022,U16WE,Ref: 1,,,Ref: 1,Ref: 2,,Ref: 1,Ref: 1, , , , , 
Mahmoud,Samir,7/6/2022,STMWE, ,,, , ,, ,Ref: 1, , , , , 
Mahmoud,Samir,7/6/2022,U16ME,Ref: 1,,,Ref: 1,Ref: 2,, , ,Ref: 1,Video: 1, , , 
Mahmoud,Samir,7/6/2022,V40ME, ,,, , ,, ,Ref: 1,Ref: 1,Ref: 1, , , 
Mahmoud,Samir,7/6/2022,V60ME, ,,, , ,, , , ,Ref: 1, , , 
Mahmoud,Samir,7/7/2022,DV2ME,Ref: 1,,,Ref: 1,Ref: 3,,Ref: 1, , , , , , 
Mahmoud,Samir,7/7/2022,Y14WE,Ref: 1,,,Ref: 1,Ref: 2,,Ref: 1,Ref: 1, , , , , 
Mahmoud,Samir,7/8/2022,DV2WE, ,,, ,Ref: 1,,Ref: 1, , , , , , 
Mahmoud,Samir,7/8/2022,Y14ME,Ref: 1,,,Ref: 1  Video: 1,Ref: 2,,Ref: 1, , , , , , 
Mahmoud,Samir,7/9/2022,DV3ME,Ref: 1,,, ,Ref: 2,, , , , , , , 
Mahmoud,Samir,7/9/2022,Y12WE,Ref: 1,,, ,Ref: 2,, ,Ref: 1, , , , , 
Mahmoud,Samir,7/10/2022,Y10WE,Ref: 1,,, ,Ref: 1,,Ref: 1, , , ,Video: 1, , 
Mahmoud,Samir,7/11/2022,Y10ME,Ref: 1,,, ,Ref: 3,, , , , , , , 
Mahmoud,Taysir,4/21/2022,U19ME,Ref: 1,,,,,,,,Ref: 1,Video: 1,,,
Mahmoud,Taysir,4/22/2022,U16ME,Ref: 1,,,Ref: 1,Ref: 2,,Ref: 1,Ref: 1,Video: 1,Video: 1,,,
Mahmoud,Taysir,4/22/2022,U16WE,,,,,Ref: 1,,Ref: 1,,Video: 1,,Ref: 1,,
Mahmoud,Taysir,4/24/2022,DV1ME,Ref: 1,,,,Ref: 2,,,,,,,,
Mahmoud,Taysir,7/6/2022,U16ME,Ref: 1,,, , ,, , , , ,Ref: 1, ,Ref: 1
Mahmoud,Taysir,7/8/2022,Y14ME,Ref: 1,,, ,Ref: 1,,Ref: 1, , ,Video: 1,Video: 1, , 
Mahmoud,Taysir,7/9/2022,DV3ME,Ref: 1,,, , ,, , , , ,Video: 1, , 
Mahmoud,Taysir,7/10/2022,Y12ME,Ref: 1,,, , ,, , , , ,Ref: 1, ,Video: 1
Mahmoud,Taysir,7/11/2022,Y10ME,Ref: 1,,, ,Ref: 1,,Ref: 2,Ref: 2, , , , , 
Mahon,Mary,12/9/2021,DV1MF,Ref: 1,,,,Ref: 1,,Ref: 1,Ref: 1,Ref: 1,,,,
Mahon,Mary,12/9/2021,U17WF,Ref: 1,,,,,,,,,,,,
Mahon,Mary,12/10/2021,U17MF,Ref: 1,,,,Ref: 2,,Ref: 2,,Assist: 2,Ref: 1,,,
Mahon,Mary,12/11/2021,U20MF,Ref: 1,,,Ref: 2,Ref: 2,,Ref: 1,,Ref: 1,,,,
Mahon,Mary,12/11/2021,U20WF,,,,Ref: 1,Ref: 4,,Ref: 2,Ref: 1,,,,,
Mahon,Mary,12/12/2021,DV1WF,Ref: 2,,,,,,,,Ref: 1,Video: 1,,,
Makharadze,Kakha,10/29/2021,Y14ME,Ref: 1,,,,Ref: 1,,Ref: 1,,,Video: 1,Assist: 1,,
Makharadze,Kakha,10/30/2021,U17ME,Ref: 1,,,Ref: 1,Ref: 1,,,,,,,,
Makharadze,Kakha,10/30/2021,Y14WS,,,,,Ref: 2,,Ref: 1,Ref: 1,,,,,
Makharadze,Kakha,10/31/2021,U17MS,Ref: 2,,,Ref: 1,Ref: 4,,Ref: 1,Ref: 1,,,,,
Makharadze,Kakha,10/31/2021,U17WE,Ref: 1,,,,Ref: 3,,,,,,,,
Makharadze,Kakha,11/1/2021,U17WS,Ref: 2,,,,,,,,,,,,
Makharadze,Kakha,12/9/2021,U17ME,Ref: 1,,,,Ref: 2,,,,,,,,
Makharadze,Kakha,12/9/2021,U17WE,Ref: 1,,,,Ref: 2,,,Ref: 1,,,,,
Makharadze,Kakha,12/10/2021,DV1WE,Ref: 1,,,,,,Ref: 2,,,,,,
Makharadze,Kakha,12/10/2021,U20ME,Ref: 1,,,Ref: 1,,,,,,,,,
Makharadze,Kakha,12/11/2021,U20WE,Ref: 1,,,,Ref: 2,,,,,,,,
Makharadze,Kakha,12/12/2021,DV1ME,Ref: 1,,,Ref: 1,Ref: 1,,,,,,,,
Makharadze,Kakha,3/4/2022,V40MS,,,,,,,,,,Ref: 1  Video: 1,,,
Makharadze,Kakha,3/4/2022,V60MS,Ref: 1,,,,,,,Ref: 1,Ref: 1,Ref: 1  Assist: 1,,,
Makharadze,Kakha,3/5/2022,Y10WS,Ref: 1,,,,,,Ref: 1,Ref: 1,,Video: 1,Video: 1,,
Makharadze,Kakha,3/5/2022,Y14MS,Ref: 1,,,Ref: 3,Ref: 4,,Ref: 1,Ref: 2,,,,,
Makharadze,Kakha,3/6/2022,Y12MS,Ref: 1,,,,Ref: 3,,Ref: 2,Ref: 1,,,,,
Makharadze,Kakha,3/6/2022,Y12WS,Ref: 1,,,,Ref: 1,,Ref: 1,Ref: 1,,,,,
Makharadze,Kakha,3/7/2022,Y14WS,Ref: 2,,,,Ref: 8,,Ref: 2,Ref: 1,,,Video: 1,,
Makharadze,Kakha,4/21/2022,DV2WE,Ref: 1,,,,Ref: 2,,Ref: 3,Ref: 1,,,,,
Makharadze,Kakha,4/21/2022,U19ME,Ref: 1,,,Ref: 2,Ref: 1,,,,,,,,
Makharadze,Kakha,4/22/2022,U16MS,Ref: 2,,,,Ref: 2,,Ref: 2,,,,,,
Makharadze,Kakha,4/22/2022,U16WE,Ref: 1,,,,,,,,,,,,
Makharadze,Kakha,4/23/2022,DV2ME,Ref: 1,,,Ref: 1,Ref: 2,,Ref: 1,,,,,,
Makharadze,Kakha,4/23/2022,STMME,,,,,,,,,Ref: 1,Ref: 1,,,
Makharadze,Kakha,4/24/2022,DV2WS,Ref: 2,,,,Ref: 4,,Ref: 5,Ref: 1,Ref: 1,,,,
Maklin,Edward,4/22/2022,U16WE,Ref: 1,,,,Ref: 1,,Ref: 1,Ref: 1,,,,,
Mandoki,Sandor,2/18/2022,U17ME,Ref: 1,,,Ref: 3,Ref: 1,,Ref: 1,,,,,,
Mandoki,Sandor,2/18/2022,U20WF,Ref: 1,,,Ref: 1,Ref: 2,,Ref: 1,,Ref: 1,,,,
Mandoki,Sandor,2/20/2022,JTMWE,,,,,,,,Ref: 1,Ref: 1,Ref: 1,Ref: 1,,Ref: 1
Mandoki,Sandor,2/20/2022,U20ME,,,,Ref: 2,Ref: 2,,,Ref: 1,,,,,
Mandoki,Sandor,2/21/2022,U17WE,Ref: 1,,,,Ref: 5,,Ref: 2,Ref: 1,Ref: 1,,Video: 1,,
Mar,Kevin,12/9/2021,U17ME,Ref: 1,,,,Ref: 4,,Ref: 1,,,,,,
Mar,Kevin,12/9/2021,U17WE,Ref: 1,,,,,,,,Video: 1,Assist: 1,Assist: 1,,Video: 1
Mar,Kevin,12/10/2021,DV1WE,Ref: 1,,,,,,Ref: 1,Ref: 1,Video: 1,Video: 1,,,
Mar,Kevin,12/10/2021,U20ME,,,,Ref: 3,Ref: 1,,Ref: 2,,,,,,
Mar,Kevin,12/11/2021,U20MF,Ref: 1,,,,,,,,,,,,
Mar,Kevin,12/11/2021,U20WE,Ref: 1,,,,,,Ref: 1,,,,,,
Mar,Kevin,12/12/2021,DV1ME,Ref: 1,,,,,,,,,,,,
Mar,Kevin,3/4/2022,Y14ME,Ref: 1,,,Ref: 1,Ref: 2,,Ref: 1,Ref: 1,,Assist: 1,Ref: 1,,
Mar,Kevin,3/5/2022,Y12ME,Ref: 1,,,,Ref: 2,,,Ref: 1,,Video: 1,,,
Mar,Kevin,3/6/2022,V50ME,Ref: 1,,,,,,Ref: 2,Ref: 2,,Ref: 1  Assist: 1,Video: 1,,Video: 1
Mar,Kevin,3/6/2022,V80ME,,,,,,,,,,Assist: 1,Ref: 1,,Assist: 1
Mar,Kevin,3/7/2022,VETME,Ref: 1,,,,Ref: 1,,Ref: 2,Ref: 1,Ref: 1,,Video: 1,,Video: 1
Mar,Kevin,3/7/2022,Y10ME,,,,,,,Ref: 2,Ref: 1,Ref: 1,Video: 1,Video: 1,,
Mar,Kevin,4/21/2022,DV2WE,Ref: 1,,,,,,,,,,,,
Mar,Kevin,4/21/2022,U19ME,Ref: 1,,,,,,,,Video: 1,,Ref: 1,,
Mar,Kevin,4/22/2022,U16ME,Ref: 1,,,,,,,,Video: 1,,,,
Mar,Kevin,4/23/2022,DV2ME,Ref: 1,,,,,,,,,,,,
Mar,Kevin,4/23/2022,STMME,,,,,,,,,Ref: 1,,Ref: 1,,
Mar,Kevin,4/24/2022,DV1ME,,,,,Ref: 2,,Ref: 1,Ref: 1,,,,,
Mar,Kevin,4/24/2022,DV2MF,Ref: 2,,,,,,,,,,,,
Mar,Kevin,4/24/2022,U19WE,Ref: 1,,,Ref: 1,Ref: 2,,Ref: 1,Ref: 1,Video: 1,Video: 1,Video: 1,,
Marcotte,Anna,2/19/2022,U20WE,Ref: 1,,,Ref: 1,Ref: 3,,Ref: 1,,Ref: 1,,,,
Marcotte,Anna,2/20/2022,JTMWE,,,,,,,,Ref: 1,Ref: 1,Ref: 1,Ref: 1,Ref: 1,
Matt,Ryan,12/9/2021,DV1MF,,,,,Ref: 2,,,,,,,,
Matt,Ryan,12/9/2021,DV1WS,Ref: 2,,,,Ref: 2,,Ref: 2,,Ref: 1  Assist: 1,Video: 1,Ref: 1,,
Matt,Ryan,12/9/2021,U17ME,Ref: 1,,,,,,,,,,,,
Matt,Ryan,12/10/2021,U20WS,Ref: 1,,,,Ref: 4,,,Ref: 2,Video: 1,,,,
Matt,Ryan,12/11/2021,U20MS,Ref: 2,,,Ref: 5,Ref: 4,,Ref: 2,Ref: 1,Video: 1,,Ref: 1,,
Matt,Ryan,12/11/2021,U20WF,Ref: 1,,,Ref: 1,,,Ref: 1,Ref: 1,,,,,
Matt,Ryan,12/12/2021,DV1MS,Ref: 1,,,,Ref: 2,,,Ref: 1,,,,,
Matt,Ryan,4/21/2022,DV1MS,Ref: 2,,,,Ref: 2,,Ref: 2,Ref: 1,Ref: 1,,Ref: 1,,
Matt,Ryan,4/21/2022,U19WS,Ref: 2,,,,,,Ref: 1,Ref: 1,Video: 1,Ref: 1,,,
Matt,Ryan,4/22/2022,DV1WS,Ref: 1,,,,Ref: 1,,Ref: 2,Ref: 1,Ref: 1,,Video: 1,,
Matt,Ryan,4/22/2022,U16MS,Ref: 2,,,,,,,,,,,,
Matt,Ryan,4/23/2022,U16WS,,,,,,,Ref: 1,Ref: 1,Video: 1,,Video: 1,,
Matt,Ryan,4/23/2022,U19MS,Ref: 3,,,Ref: 4,Ref: 2,,,Ref: 1,Ref: 1,,,,
Matt,Ryan,4/24/2022,DV2MS,Ref: 2,,,,Ref: 6,,Ref: 4,Ref: 1,Ref: 1,Ref: 1,,,
Matt,Ryan,4/24/2022,U19WE,Ref: 1,,,,Ref: 3,,Ref: 1,Ref: 1,,,,,
Mayer,Richard,10/29/2021,DV1WE,Ref: 1,,,,Ref: 2,,Ref: 1,,Ref: 1,,,,
Mayer,Richard,10/29/2021,Y14ME,Ref: 1,,,,Ref: 2,,Ref: 1,Ref: 1,,,,,
Mayer,Richard,10/30/2021,U17ME,Ref: 1,,,Ref: 1,Ref: 2,,Ref: 1,,Assist: 1,,,,
Mayer,Richard,10/31/2021,U17WE,Ref: 1,,,,Ref: 2,,Ref: 1,,Video: 1  Assist: 1,Assist: 1,Ref: 1,,
Mayer,Richard,11/1/2021,DV1ME,Ref: 1,,,Ref: 1,Ref: 2,,,,,,,,
Mayer,Richard,11/1/2021,Y14WE,Ref: 1,,,,,,Ref: 3,Ref: 1,,Ref: 1,,,Ref: 1
Mayer,Richard,12/9/2021,DV1MF,Ref: 1,,,,,,,,,,,,
Mayer,Richard,12/9/2021,U17ME,Ref: 1,,,,Ref: 2,,Ref: 1,,,,,,
Mayer,Richard,12/10/2021,DV1WE,Ref: 1,,,,Ref: 1,,,,,,,,
Mayer,Richard,12/10/2021,U20ME,Ref: 1,,,Ref: 1,Ref: 1,,Ref: 1,,,,,,
Mayer,Richard,12/11/2021,U20WE,Ref: 1,,,Ref: 1,Ref: 1,,Ref: 1,,,,,,
Mayer,Richard,12/12/2021,DV1ME,Ref: 1,Ref: 1,,Ref: 1,Ref: 2,,Ref: 2,Ref: 1,Assist: 1,,,,
Mayer,Richard,1/7/2022,DV1MF,Ref: 1,,,Ref: 1,Ref: 2,,,,,,,,
Mayer,Richard,1/7/2022,V40WE,,,,,,,,,,Ref: 1  Assist: 1,Video: 1,,Assist: 1
Mayer,Richard,1/8/2022,DV1WE,,,,,,,Ref: 2,,Ref: 1,,,,Assist: 1
Mayer,Richard,1/8/2022,U20ME,Ref: 1,,,Ref: 2,Ref: 2,,Ref: 1,,,,,,
Mayer,Richard,1/9/2022,DV1ME,Ref: 1,,,,,,,,,,,,
